year,country,kopen,,,,,,,,,,,,,,
1870,AUS,1,,,,,,,,,,,,,,
1871,AUS,1,,,,,,,,,,,,,,
1872,AUS,1,,,,,,,,,,,,,,
1873,AUS,1,,,,,,,,,,,,,,
1874,AUS,1,,,,,,,,,,,,,,
1875,AUS,1,,,,,,,,,,,,,,
1876,AUS,1,,,,,,,,,,,,,,
1877,AUS,1,,,,,,,,,,,,,,
1878,AUS,1,,,,,,,,,,,,,,
1879,AUS,1,,,,,,,,,,,,,,
1880,AUS,1,,,,,,,,,,,,,,
1881,AUS,1,,,,,,,,,,,,,,
1882,AUS,1,,,,,,,,,,,,,,
1883,AUS,1,,,,,,,,,,,,,,
1884,AUS,1,,,,,,,,,,,,,,
1885,AUS,1,,,,,,,,,,,,,,
1886,AUS,1,,,,,,,,,,,,,,
1887,AUS,1,,,,,,,,,,,,,,
1888,AUS,1,,,,,,,,,,,,,,
1889,AUS,1,,,,,,,,,,,,,,
1890,AUS,1,,,,,,,,,,,,,,
1891,AUS,1,,,,,,,,,,,,,,
1892,AUS,1,,,,,,,,,,,,,,
1893,AUS,1,,,,,,,,,,,,,,
1894,AUS,1,,,,,,,,,,,,,,
1895,AUS,1,,,,,,,,,,,,,,
1896,AUS,1,,,,,,,,,,,,,,
1897,AUS,1,,,,,,,,,,,,,,
1898,AUS,1,,,,,,,,,,,,,,
1899,AUS,1,,,,,,,,,,,,,,
1900,AUS,1,,,,,,,,,,,,,,
1901,AUS,1,,,,,,,,,,,,,,
1902,AUS,1,,,,,,,,,,,,,,
1903,AUS,1,,,,,,,,,,,,,,
1904,AUS,1,,,,,,,,,,,,,,
1905,AUS,1,,,,,,,,,,,,,,
1906,AUS,1,,,,,,,,,,,,,,
1907,AUS,1,,,,,,,,,,,,,,
1908,AUS,1,,,,,,,,,,,,,,
1909,AUS,1,,,,,,,,,,,,,,
1910,AUS,1,,,,,,,,,,,,,,
1911,AUS,1,,,,,,,,,,,,,,
1912,AUS,1,,,,,,,,,,,,,,
1913,AUS,1,,,,,,,,,,,,,,
1914,AUS,1,,,,,,,,,,,,,,
1915,AUS,1,,,,,,,,,,,,,,
1916,AUS,1,,,,,,,,,,,,,,
1917,AUS,0.75,,,,,,,,,,,,,,
1918,AUS,0.75,,,,,,,,,,,,,,
1919,AUS,,,,,,,,,,,,,,,
1920,AUS,0.5,,,,,,,,,,,,,,
1921,AUS,0.5,,,,,,,,,,,,,,
1922,AUS,0.5,,,,,,,,,,,,,,
1923,AUS,0.5,,,,,,,,,,,,,,
1924,AUS,0.5,,,,,,,,,,,,,,
1925,AUS,1,,,,,,,,,,,,,,
1926,AUS,1,,,,,,,,,,,,,,
1927,AUS,1,,,,,,,,,,,,,,
1928,AUS,1,,,,,,,,,,,,,,
1929,AUS,1,,,,,,,,,,,,,,
1930,AUS,0.5,,,,,,,,,,,,,,
1931,AUS,0.5,,,,,,,,,,,,,,
1932,AUS,0.5,,,,,,,,,,,,,,
1933,AUS,0.5,,,,,,,,,,,,,,
1934,AUS,0.5,,,,,,,,,,,,,,
1935,AUS,0.5,,,,,,,,,,,,,,
1936,AUS,0.5,,,,,,,,,,,,,,
1937,AUS,0.5,,,,,,,,,,,,,,
1938,AUS,0.5,,,,,,,,,,,,,,
1939,AUS,,,,,,,,,,,,,,,
1940,AUS,,,,,,,,,,,,,,,
1941,AUS,,,,,,,,,,,,,,,
1942,AUS,,,,,,,,,,,,,,,
1943,AUS,,,,,,,,,,,,,,,
1944,AUS,,,,,,,,,,,,,,,
1945,AUS,,,,,,,,,,,,,,,
1946,AUS,,,,,,,,,,,,,,,
1947,AUS,,,,,,,,,,,,,,,
1948,AUS,,,,,,,,,,,,,,,
1949,AUS,,,,,,,,,,,,,,,
1950,AUS,0.375,,,,,,,,,,,,,,
1951,AUS,0.375,,,,,,,,,,,,,,
1952,AUS,0.625,,,,,,,,,,,,,,
1953,AUS,0.625,,,,,,,,,,,,,,
1954,AUS,0.625,,,,,,,,,,,,,,
1955,AUS,0.625,,,,,,,,,,,,,,
1956,AUS,0.625,,,,,,,,,,,,,,
1957,AUS,0.625,,,,,,,,,,,,,,
1958,AUS,0.625,,,,,,,,,,,,,,
1959,AUS,0.625,,,,,,,,,,,,,,
1960,AUS,0.625,,,,,,,,,,,,,,
1961,AUS,0.625,,,,,,,,,,,,,,
1962,AUS,0.625,,,,,,,,,,,,,,
1963,AUS,0.625,,,,,,,,,,,,,,
1964,AUS,0.625,,,,,,,,,,,,,,
1965,AUS,0.625,,,,,,,,,,,,,,
1966,AUS,0.625,,,,,,,,,,,,,,
1967,AUS,0.625,,,,,,,,,,,,,,
1968,AUS,0.625,,,,,,,,,,,,,,
1969,AUS,0.5,,,,,,,,,,,,,,
1970,AUS,0.5,,,,,,,,,,,,,,
1971,AUS,0.5,,,,,,,,,,,,,,
1972,AUS,0.375,,,,,,,,,,,,,,
1973,AUS,0.375,,,,,,,,,,,,,,
1974,AUS,0.375,,,,,,,,,,,,,,
1975,AUS,0.375,,,,,,,,,,,,,,
1976,AUS,0.375,,,,,,,,,,,,,,
1977,AUS,0.375,,,,,,,,,,,,,,
1978,AUS,0.5,,,,,,,,,,,,,,
1979,AUS,0.5,,,,,,,,,,,,,,
1980,AUS,0.5,,,,,,,,,,,,,,
1981,AUS,0.5,,,,,,,,,,,,,,
1982,AUS,0.5,,,,,,,,,,,,,,
1983,AUS,0.625,,,,,,,,,,,,,,
1984,AUS,0.625,,,,,,,,,,,,,,
1985,AUS,0.75,,,,,,,,,,,,,,
1986,AUS,0.75,,,,,,,,,,,,,,
1987,AUS,0.75,,,,,,,,,,,,,,
1988,AUS,0.75,,,,,,,,,,,,,,
1989,AUS,0.75,,,,,,,,,,,,,,
1990,AUS,0.75,,,,,,,,,,,,,,
1991,AUS,0.75,,,,,,,,,,,,,,
1992,AUS,0.75,,,,,,,,,,,,,,
1993,AUS,0.75,,,,,,,,,,,,,,
1994,AUS,0.75,,,,,,,,,,,,,,
1995,AUS,0.75,,,,,,,,,,,,,,
1996,AUS,0.75,,,,,,,,,,,,,,
1997,AUS,0.75,,,,,,,,,,,,,,
1998,AUS,0.75,,,,,,,,,,,,,,
1999,AUS,0.75,,,,,,,,,,,,,,
2000,AUS,0.75,,,,,,,,,,,,,,
2001,AUS,0.75,,,,,,,,,,,,,,
2002,AUS,0.75,,,,,,,,,,,,,,
2003,AUS,0.75,,,,,,,,,,,,,,
2004,AUS,0.75,,,,,,,,,,,,,,
2005,AUS,0.75,,,,,,,,,,,,,,
2006,AUS,0.75,,,,,,,,,,,,,,
2007,AUS,0.75,,,,,,,,,,,,,,
2008,AUS,0.75,,,,,,,,,,,,,,
2009,AUS,0.75,,,,,,,,,,,,,,
2010,AUS,0.75,,,,,,,,,,,,,,
2011,AUS,0.75,,,,,,,,,,,,,,
2012,AUS,0.75,,,,,,,,,,,,,,
2013,AUS,0.82,,,,,,,,,,,,,,
2014,AUS,0.88,,,,,,,,,,,,,,
2015,AUS,0.94,,,,,,,,,,,,,,
2016,AUS,1,,,,,,,,,,,,,,
2017,AUS,1,,,,,,,,,,,,,,
2018,AUS,1,,,,,,,,,,,,,,
2019,AUS,1,,,,,,,,,,,,,,
2020,AUS,1,,,,,,,,,,,,,,
1870,BEL,1,,,,,,,,,,,,,,
1871,BEL,1,,,,,,,,,,,,,,
1872,BEL,1,,,,,,,,,,,,,,
1873,BEL,1,,,,,,,,,,,,,,
1874,BEL,1,,,,,,,,,,,,,,
1875,BEL,1,,,,,,,,,,,,,,
1876,BEL,1,,,,,,,,,,,,,,
1877,BEL,1,,,,,,,,,,,,,,
1878,BEL,1,,,,,,,,,,,,,,
1879,BEL,1,,,,,,,,,,,,,,
1880,BEL,1,,,,,,,,,,,,,,
1881,BEL,1,,,,,,,,,,,,,,
1882,BEL,1,,,,,,,,,,,,,,
1883,BEL,1,,,,,,,,,,,,,,
1884,BEL,1,,,,,,,,,,,,,,
1885,BEL,1,,,,,,,,,,,,,,
1886,BEL,1,,,,,,,,,,,,,,
1887,BEL,1,,,,,,,,,,,,,,
1888,BEL,1,,,,,,,,,,,,,,
1889,BEL,1,,,,,,,,,,,,,,
1890,BEL,1,,,,,,,,,,,,,,
1891,BEL,1,,,,,,,,,,,,,,
1892,BEL,1,,,,,,,,,,,,,,
1893,BEL,1,,,,,,,,,,,,,,
1894,BEL,1,,,,,,,,,,,,,,
1895,BEL,1,,,,,,,,,,,,,,
1896,BEL,1,,,,,,,,,,,,,,
1897,BEL,1,,,,,,,,,,,,,,
1898,BEL,1,,,,,,,,,,,,,,
1899,BEL,1,,,,,,,,,,,,,,
1900,BEL,1,,,,,,,,,,,,,,
1901,BEL,1,,,,,,,,,,,,,,
1902,BEL,1,,,,,,,,,,,,,,
1903,BEL,1,,,,,,,,,,,,,,
1904,BEL,1,,,,,,,,,,,,,,
1905,BEL,1,,,,,,,,,,,,,,
1906,BEL,1,,,,,,,,,,,,,,
1907,BEL,1,,,,,,,,,,,,,,
1908,BEL,1,,,,,,,,,,,,,,
1909,BEL,1,,,,,,,,,,,,,,
1910,BEL,1,,,,,,,,,,,,,,
1911,BEL,1,,,,,,,,,,,,,,
1912,BEL,1,,,,,,,,,,,,,,
1913,BEL,1,,,,,,,,,,,,,,
1914,BEL,,,,,,,,,,,,,,,
1915,BEL,,,,,,,,,,,,,,,
1916,BEL,,,,,,,,,,,,,,,
1917,BEL,,,,,,,,,,,,,,,
1918,BEL,,,,,,,,,,,,,,,
1919,BEL,0.5,,,,,,,,,,,,,,
1920,BEL,0.5,,,,,,,,,,,,,,
1921,BEL,0.5,,,,,,,,,,,,,,
1922,BEL,0.5,,,,,,,,,,,,,,
1923,BEL,0.5,,,,,,,,,,,,,,
1924,BEL,0.5,,,,,,,,,,,,,,
1925,BEL,1,,,,,,,,,,,,,,
1926,BEL,1,,,,,,,,,,,,,,
1927,BEL,1,,,,,,,,,,,,,,
1928,BEL,1,,,,,,,,,,,,,,
1929,BEL,1,,,,,,,,,,,,,,
1930,BEL,1,,,,,,,,,,,,,,
1931,BEL,1,,,,,,,,,,,,,,
1932,BEL,1,,,,,,,,,,,,,,
1933,BEL,1,,,,,,,,,,,,,,
1934,BEL,1,,,,,,,,,,,,,,
1935,BEL,0.25,,,,,,,,,,,,,,
1936,BEL,0.25,,,,,,,,,,,,,,
1937,BEL,0.25,,,,,,,,,,,,,,
1938,BEL,0.25,,,,,,,,,,,,,,
1939,BEL,,,,,,,,,,,,,,,
1940,BEL,,,,,,,,,,,,,,,
1941,BEL,,,,,,,,,,,,,,,
1942,BEL,,,,,,,,,,,,,,,
1943,BEL,,,,,,,,,,,,,,,
1944,BEL,,,,,,,,,,,,,,,
1945,BEL,,,,,,,,,,,,,,,
1946,BEL,,,,,,,,,,,,,,,
1947,BEL,,,,,,,,,,,,,,,
1948,BEL,,,,,,,,,,,,,,,
1949,BEL,,,,,,,,,,,,,,,
1950,BEL,0.5,,,,,,,,,,,,,,
1951,BEL,0.75,,,,,,,,,,,,,,
1952,BEL,0.75,,,,,,,,,,,,,,
1953,BEL,0.75,,,,,,,,,,,,,,
1954,BEL,0.75,,,,,,,,,,,,,,
1955,BEL,0.75,,,,,,,,,,,,,,
1956,BEL,0.75,,,,,,,,,,,,,,
1957,BEL,0.75,,,,,,,,,,,,,,
1958,BEL,0.75,,,,,,,,,,,,,,
1959,BEL,0.75,,,,,,,,,,,,,,
1960,BEL,0.75,,,,,,,,,,,,,,
1961,BEL,0.75,,,,,,,,,,,,,,
1962,BEL,0.75,,,,,,,,,,,,,,
1963,BEL,0.75,,,,,,,,,,,,,,
1964,BEL,0.75,,,,,,,,,,,,,,
1965,BEL,0.75,,,,,,,,,,,,,,
1966,BEL,0.75,,,,,,,,,,,,,,
1967,BEL,0.625,,,,,,,,,,,,,,
1968,BEL,0.75,,,,,,,,,,,,,,
1969,BEL,0.75,,,,,,,,,,,,,,
1970,BEL,0.75,,,,,,,,,,,,,,
1971,BEL,0.75,,,,,,,,,,,,,,
1972,BEL,0.75,,,,,,,,,,,,,,
1973,BEL,0.75,,,,,,,,,,,,,,
1974,BEL,0.75,,,,,,,,,,,,,,
1975,BEL,0.75,,,,,,,,,,,,,,
1976,BEL,0.75,,,,,,,,,,,,,,
1977,BEL,0.75,,,,,,,,,,,,,,
1978,BEL,0.75,,,,,,,,,,,,,,
1979,BEL,0.75,,,,,,,,,,,,,,
1980,BEL,0.75,,,,,,,,,,,,,,
1981,BEL,0.75,,,,,,,,,,,,,,
1982,BEL,0.75,,,,,,,,,,,,,,
1983,BEL,0.75,,,,,,,,,,,,,,
1984,BEL,0.75,,,,,,,,,,,,,,
1985,BEL,0.75,,,,,,,,,,,,,,
1986,BEL,0.75,,,,,,,,,,,,,,
1987,BEL,0.75,,,,,,,,,,,,,,
1988,BEL,0.75,,,,,,,,,,,,,,
1989,BEL,0.75,,,,,,,,,,,,,,
1990,BEL,1,,,,,,,,,,,,,,
1991,BEL,1,,,,,,,,,,,,,,
1992,BEL,1,,,,,,,,,,,,,,
1993,BEL,1,,,,,,,,,,,,,,
1994,BEL,1,,,,,,,,,,,,,,
1995,BEL,1,,,,,,,,,,,,,,
1996,BEL,0.875,,,,,,,,,,,,,,
1997,BEL,0.875,,,,,,,,,,,,,,
1998,BEL,0.875,,,,,,,,,,,,,,
1999,BEL,1,,,,,,,,,,,,,,
2000,BEL,1,,,,,,,,,,,,,,
2001,BEL,1,,,,,,,,,,,,,,
2002,BEL,1,,,,,,,,,,,,,,
2003,BEL,1,,,,,,,,,,,,,,
2004,BEL,1,,,,,,,,,,,,,,
2005,BEL,1,,,,,,,,,,,,,,
2006,BEL,1,,,,,,,,,,,,,,
2007,BEL,1,,,,,,,,,,,,,,
2008,BEL,1,,,,,,,,,,,,,,
2009,BEL,1,,,,,,,,,,,,,,
2010,BEL,1,,,,,,,,,,,,,,
2011,BEL,1,,,,,,,,,,,,,,
2012,BEL,1,,,,,,,,,,,,,,
2013,BEL,1,,,,,,,,,,,,,,
2014,BEL,1,,,,,,,,,,,,,,
2015,BEL,1,,,,,,,,,,,,,,
2016,BEL,1,,,,,,,,,,,,,,
2017,BEL,1,,,,,,,,,,,,,,
2018,BEL,1,,,,,,,,,,,,,,
2019,BEL,1,,,,,,,,,,,,,,
2020,BEL,1,,,,,,,,,,,,,,
1870,CAN,1,,,,,,,,,,,,,,
1871,CAN,1,,,,,,,,,,,,,,
1872,CAN,1,,,,,,,,,,,,,,
1873,CAN,1,,,,,,,,,,,,,,
1874,CAN,1,,,,,,,,,,,,,,
1875,CAN,1,,,,,,,,,,,,,,
1876,CAN,1,,,,,,,,,,,,,,
1877,CAN,1,,,,,,,,,,,,,,
1878,CAN,1,,,,,,,,,,,,,,
1879,CAN,1,,,,,,,,,,,,,,
1880,CAN,1,,,,,,,,,,,,,,
1881,CAN,1,,,,,,,,,,,,,,
1882,CAN,1,,,,,,,,,,,,,,
1883,CAN,1,,,,,,,,,,,,,,
1884,CAN,1,,,,,,,,,,,,,,
1885,CAN,1,,,,,,,,,,,,,,
1886,CAN,1,,,,,,,,,,,,,,
1887,CAN,1,,,,,,,,,,,,,,
1888,CAN,1,,,,,,,,,,,,,,
1889,CAN,1,,,,,,,,,,,,,,
1890,CAN,1,,,,,,,,,,,,,,
1891,CAN,1,,,,,,,,,,,,,,
1892,CAN,1,,,,,,,,,,,,,,
1893,CAN,1,,,,,,,,,,,,,,
1894,CAN,1,,,,,,,,,,,,,,
1895,CAN,1,,,,,,,,,,,,,,
1896,CAN,1,,,,,,,,,,,,,,
1897,CAN,1,,,,,,,,,,,,,,
1898,CAN,1,,,,,,,,,,,,,,
1899,CAN,1,,,,,,,,,,,,,,
1900,CAN,1,,,,,,,,,,,,,,
1901,CAN,1,,,,,,,,,,,,,,
1902,CAN,1,,,,,,,,,,,,,,
1903,CAN,1,,,,,,,,,,,,,,
1904,CAN,1,,,,,,,,,,,,,,
1905,CAN,1,,,,,,,,,,,,,,
1906,CAN,1,,,,,,,,,,,,,,
1907,CAN,1,,,,,,,,,,,,,,
1908,CAN,1,,,,,,,,,,,,,,
1909,CAN,1,,,,,,,,,,,,,,
1910,CAN,1,,,,,,,,,,,,,,
1911,CAN,1,,,,,,,,,,,,,,
1912,CAN,1,,,,,,,,,,,,,,
1913,CAN,1,,,,,,,,,,,,,,
1914,CAN,1,,,,,,,,,,,,,,
1915,CAN,1,,,,,,,,,,,,,,
1916,CAN,1,,,,,,,,,,,,,,
1917,CAN,0.75,,,,,,,,,,,,,,
1918,CAN,0.75,,,,,,,,,,,,,,
1919,CAN,0.5,,,,,,,,,,,,,,
1920,CAN,0.5,,,,,,,,,,,,,,
1921,CAN,0.5,,,,,,,,,,,,,,
1922,CAN,0.5,,,,,,,,,,,,,,
1923,CAN,0.5,,,,,,,,,,,,,,
1924,CAN,0.5,,,,,,,,,,,,,,
1925,CAN,0.5,,,,,,,,,,,,,,
1926,CAN,1,,,,,,,,,,,,,,
1927,CAN,1,,,,,,,,,,,,,,
1928,CAN,1,,,,,,,,,,,,,,
1929,CAN,1,,,,,,,,,,,,,,
1930,CAN,1,,,,,,,,,,,,,,
1931,CAN,1,,,,,,,,,,,,,,
1932,CAN,0.5,,,,,,,,,,,,,,
1933,CAN,0.5,,,,,,,,,,,,,,
1934,CAN,0.5,,,,,,,,,,,,,,
1935,CAN,0.5,,,,,,,,,,,,,,
1936,CAN,0.5,,,,,,,,,,,,,,
1937,CAN,0.5,,,,,,,,,,,,,,
1938,CAN,0.5,,,,,,,,,,,,,,
1939,CAN,,,,,,,,,,,,,,,
1940,CAN,,,,,,,,,,,,,,,
1941,CAN,,,,,,,,,,,,,,,
1942,CAN,,,,,,,,,,,,,,,
1943,CAN,,,,,,,,,,,,,,,
1944,CAN,,,,,,,,,,,,,,,
1945,CAN,,,,,,,,,,,,,,,
1946,CAN,,,,,,,,,,,,,,,
1947,CAN,,,,,,,,,,,,,,,
1948,CAN,,,,,,,,,,,,,,,
1949,CAN,,,,,,,,,,,,,,,
1950,CAN,0.5,,,,,,,,,,,,,,
1951,CAN,0.5,,,,,,,,,,,,,,
1952,CAN,1,,,,,,,,,,,,,,
1953,CAN,1,,,,,,,,,,,,,,
1954,CAN,1,,,,,,,,,,,,,,
1955,CAN,1,,,,,,,,,,,,,,
1956,CAN,1,,,,,,,,,,,,,,
1957,CAN,1,,,,,,,,,,,,,,
1958,CAN,1,,,,,,,,,,,,,,
1959,CAN,1,,,,,,,,,,,,,,
1960,CAN,1,,,,,,,,,,,,,,
1961,CAN,1,,,,,,,,,,,,,,
1962,CAN,1,,,,,,,,,,,,,,
1963,CAN,1,,,,,,,,,,,,,,
1964,CAN,1,,,,,,,,,,,,,,
1965,CAN,1,,,,,,,,,,,,,,
1966,CAN,1,,,,,,,,,,,,,,
1967,CAN,1,,,,,,,,,,,,,,
1968,CAN,0.875,,,,,,,,,,,,,,
1969,CAN,0.875,,,,,,,,,,,,,,
1970,CAN,0.875,,,,,,,,,,,,,,
1971,CAN,0.875,,,,,,,,,,,,,,
1972,CAN,0.875,,,,,,,,,,,,,,
1973,CAN,0.75,,,,,,,,,,,,,,
1974,CAN,0.75,,,,,,,,,,,,,,
1975,CAN,0.75,,,,,,,,,,,,,,
1976,CAN,0.75,,,,,,,,,,,,,,
1977,CAN,0.75,,,,,,,,,,,,,,
1978,CAN,0.75,,,,,,,,,,,,,,
1979,CAN,0.75,,,,,,,,,,,,,,
1980,CAN,0.75,,,,,,,,,,,,,,
1981,CAN,0.75,,,,,,,,,,,,,,
1982,CAN,0.75,,,,,,,,,,,,,,
1983,CAN,0.75,,,,,,,,,,,,,,
1984,CAN,0.75,,,,,,,,,,,,,,
1985,CAN,0.875,,,,,,,,,,,,,,
1986,CAN,0.875,,,,,,,,,,,,,,
1987,CAN,0.875,,,,,,,,,,,,,,
1988,CAN,1,,,,,,,,,,,,,,
1989,CAN,1,,,,,,,,,,,,,,
1990,CAN,1,,,,,,,,,,,,,,
1991,CAN,1,,,,,,,,,,,,,,
1992,CAN,1,,,,,,,,,,,,,,
1993,CAN,1,,,,,,,,,,,,,,
1994,CAN,1,,,,,,,,,,,,,,
1995,CAN,1,,,,,,,,,,,,,,
1996,CAN,1,,,,,,,,,,,,,,
1997,CAN,1,,,,,,,,,,,,,,
1998,CAN,1,,,,,,,,,,,,,,
1999,CAN,1,,,,,,,,,,,,,,
2000,CAN,1,,,,,,,,,,,,,,
2001,CAN,1,,,,,,,,,,,,,,
2002,CAN,1,,,,,,,,,,,,,,
2003,CAN,1,,,,,,,,,,,,,,
2004,CAN,1,,,,,,,,,,,,,,
2005,CAN,1,,,,,,,,,,,,,,
2006,CAN,1,,,,,,,,,,,,,,
2007,CAN,1,,,,,,,,,,,,,,
2008,CAN,1,,,,,,,,,,,,,,
2009,CAN,1,,,,,,,,,,,,,,
2010,CAN,1,,,,,,,,,,,,,,
2011,CAN,1,,,,,,,,,,,,,,
2012,CAN,1,,,,,,,,,,,,,,
2013,CAN,1,,,,,,,,,,,,,,
2014,CAN,1,,,,,,,,,,,,,,
2015,CAN,1,,,,,,,,,,,,,,
2016,CAN,1,,,,,,,,,,,,,,
2017,CAN,1,,,,,,,,,,,,,,
2018,CAN,1,,,,,,,,,,,,,,
2019,CAN,1,,,,,,,,,,,,,,
2020,CAN,1,,,,,,,,,,,,,,
1870,CHE,1,,,,,,,,,,,,,,
1871,CHE,1,,,,,,,,,,,,,,
1872,CHE,1,,,,,,,,,,,,,,
1873,CHE,1,,,,,,,,,,,,,,
1874,CHE,1,,,,,,,,,,,,,,
1875,CHE,1,,,,,,,,,,,,,,
1876,CHE,1,,,,,,,,,,,,,,
1877,CHE,1,,,,,,,,,,,,,,
1878,CHE,1,,,,,,,,,,,,,,
1879,CHE,1,,,,,,,,,,,,,,
1880,CHE,1,,,,,,,,,,,,,,
1881,CHE,1,,,,,,,,,,,,,,
1882,CHE,1,,,,,,,,,,,,,,
1883,CHE,1,,,,,,,,,,,,,,
1884,CHE,1,,,,,,,,,,,,,,
1885,CHE,1,,,,,,,,,,,,,,
1886,CHE,1,,,,,,,,,,,,,,
1887,CHE,1,,,,,,,,,,,,,,
1888,CHE,1,,,,,,,,,,,,,,
1889,CHE,1,,,,,,,,,,,,,,
1890,CHE,1,,,,,,,,,,,,,,
1891,CHE,1,,,,,,,,,,,,,,
1892,CHE,1,,,,,,,,,,,,,,
1893,CHE,1,,,,,,,,,,,,,,
1894,CHE,1,,,,,,,,,,,,,,
1895,CHE,1,,,,,,,,,,,,,,
1896,CHE,1,,,,,,,,,,,,,,
1897,CHE,1,,,,,,,,,,,,,,
1898,CHE,1,,,,,,,,,,,,,,
1899,CHE,1,,,,,,,,,,,,,,
1900,CHE,1,,,,,,,,,,,,,,
1901,CHE,1,,,,,,,,,,,,,,
1902,CHE,1,,,,,,,,,,,,,,
1903,CHE,1,,,,,,,,,,,,,,
1904,CHE,1,,,,,,,,,,,,,,
1905,CHE,1,,,,,,,,,,,,,,
1906,CHE,1,,,,,,,,,,,,,,
1907,CHE,1,,,,,,,,,,,,,,
1908,CHE,1,,,,,,,,,,,,,,
1909,CHE,1,,,,,,,,,,,,,,
1910,CHE,1,,,,,,,,,,,,,,
1911,CHE,1,,,,,,,,,,,,,,
1912,CHE,1,,,,,,,,,,,,,,
1913,CHE,1,,,,,,,,,,,,,,
1914,CHE,1,,,,,,,,,,,,,,
1915,CHE,1,,,,,,,,,,,,,,
1916,CHE,1,,,,,,,,,,,,,,
1917,CHE,1,,,,,,,,,,,,,,
1918,CHE,1,,,,,,,,,,,,,,
1919,CHE,0.5,,,,,,,,,,,,,,
1920,CHE,0.5,,,,,,,,,,,,,,
1921,CHE,0.5,,,,,,,,,,,,,,
1922,CHE,0.5,,,,,,,,,,,,,,
1923,CHE,0.5,,,,,,,,,,,,,,
1924,CHE,0.5,,,,,,,,,,,,,,
1925,CHE,1,,,,,,,,,,,,,,
1926,CHE,1,,,,,,,,,,,,,,
1927,CHE,1,,,,,,,,,,,,,,
1928,CHE,1,,,,,,,,,,,,,,
1929,CHE,1,,,,,,,,,,,,,,
1930,CHE,1,,,,,,,,,,,,,,
1931,CHE,1,,,,,,,,,,,,,,
1932,CHE,1,,,,,,,,,,,,,,
1933,CHE,1,,,,,,,,,,,,,,
1934,CHE,1,,,,,,,,,,,,,,
1935,CHE,1,,,,,,,,,,,,,,
1936,CHE,1,,,,,,,,,,,,,,
1937,CHE,1,,,,,,,,,,,,,,
1938,CHE,1,,,,,,,,,,,,,,
1939,CHE,,,,,,,,,,,,,,,
1940,CHE,,,,,,,,,,,,,,,
1941,CHE,,,,,,,,,,,,,,,
1942,CHE,,,,,,,,,,,,,,,
1943,CHE,,,,,,,,,,,,,,,
1944,CHE,,,,,,,,,,,,,,,
1945,CHE,,,,,,,,,,,,,,,
1946,CHE,,,,,,,,,,,,,,,
1947,CHE,,,,,,,,,,,,,,,
1948,CHE,,,,,,,,,,,,,,,
1949,CHE,,,,,,,,,,,,,,,
1950,CHE,1,,,,,,,,,,,,,,
1951,CHE,1,,,,,,,,,,,,,,
1952,CHE,1,,,,,,,,,,,,,,
1953,CHE,1,,,,,,,,,,,,,,
1954,CHE,1,,,,,,,,,,,,,,
1955,CHE,1,,,,,,,,,,,,,,
1956,CHE,1,,,,,,,,,,,,,,
1957,CHE,1,,,,,,,,,,,,,,
1958,CHE,1,,,,,,,,,,,,,,
